,week,time,use,sid,count
5314,4,17,0,50110104,1
5315,4,18,0,50110104,1
5316,4,19,0,50110104,1
5317,4,20,0,50110104,1
5318,4,21,0,50110104,1
5319,4,22,0,50110104,1
5320,4,23,0,50110104,1
5321,5,0,0,50110104,1
5322,5,1,0,50110104,1
5323,5,2,0,50110104,1
5324,5,3,0,50110104,1
5325,5,4,0,50110104,1
5326,5,5,0,50110104,1
5327,5,6,0,50110104,1
5328,5,7,0,50110104,1
5329,5,8,0,50110104,1
5330,5,9,0,50110104,1
5331,5,10,0,50110104,1
5332,5,11,0,50110104,1
5333,5,12,0,50110104,1
5334,5,13,0,50110104,1
5335,5,14,0,50110104,1
5336,5,15,0,50110104,1
5337,5,16,0,50110104,1
5338,5,17,0,50110104,1
5339,5,18,0,50110104,1
5340,5,19,0,50110104,1
5341,5,20,0,50110104,1
5342,5,21,0,50110104,1
5343,5,22,0,50110104,1
5344,5,23,0,50110104,1
5345,6,0,0,50110104,1
5346,6,1,0,50110104,1
5347,6,2,0,50110104,1
5348,6,3,0,50110104,1
5349,6,4,0,50110104,1
5350,6,5,0,50110104,1
5351,6,6,0,50110104,1
5352,6,7,0,50110104,1
5353,6,8,0,50110104,1
5354,6,9,0,50110104,1
5355,6,10,0,50110104,1
5356,6,11,0,50110104,1
5357,6,12,0,50110104,1
5358,6,13,0,50110104,1
5359,6,14,0,50110104,1
5360,6,15,0,50110104,1
5361,6,16,0,50110104,1
5362,6,17,0,50110104,1
5363,6,18,0,50110104,1
5364,6,19,0,50110104,1
5365,6,20,0,50110104,1
5366,6,21,0,50110104,1
5367,6,22,0,50110104,1
5368,6,23,0,50110104,1
5369,0,0,0,50110104,1
5370,0,1,0,50110104,1
5371,0,2,0,50110104,1
5372,0,3,0,50110104,1
5373,0,4,0,50110104,1
5374,0,5,0,50110104,1
5375,0,6,0,50110104,1
5376,0,7,0,50110104,1
5377,0,8,0,50110104,1
5378,0,9,0,50110104,1
5379,0,10,0,50110104,1
5380,0,11,0,50110104,1
5381,0,12,0,50110104,1
5382,0,13,0,50110104,1
5383,0,14,0,50110104,1
5384,0,15,0,50110104,1
5385,0,16,0,50110104,1
5386,0,17,0,50110104,1
5387,0,18,0,50110104,1
5388,0,19,0,50110104,1
5389,0,20,0,50110104,1
5390,0,21,0,50110104,1
5391,0,22,0,50110104,1
5392,0,23,0,50110104,1
5393,1,0,0,50110104,1
5394,1,1,0,50110104,1
5395,1,2,0,50110104,1
5396,1,3,0,50110104,1
5397,1,4,0,50110104,1
5398,1,5,0,50110104,1
5399,1,6,0,50110104,1
5400,1,7,0,50110104,1
5401,1,8,0,50110104,1
5402,1,9,1,50110104,1
5403,1,9,0,50110104,1
5404,1,10,0,50110104,1
5405,1,11,1,50110104,1
5406,1,11,0,50110104,1
5407,1,12,0,50110104,1
5408,1,13,0,50110104,1
5409,1,14,0,50110104,1
5410,1,15,0,50110104,1
5411,1,16,0,50110104,1
5412,1,17,1,50110104,1
5413,1,18,0,50110104,1
5414,1,19,1,50110104,1
5415,1,19,0,50110104,1
5416,1,20,0,50110104,1
5417,1,21,0,50110104,1
5418,1,22,0,50110104,1
5419,1,23,0,50110104,1
5420,2,0,0,50110104,1
5421,2,1,0,50110104,1
5422,2,2,0,50110104,1
5423,2,3,0,50110104,1
5424,2,4,0,50110104,1
5425,2,5,0,50110104,1
5426,2,6,0,50110104,1
5427,2,7,0,50110104,1
5428,2,8,0,50110104,1
5429,2,9,0,50110104,1
5430,2,10,0,50110104,1
5431,2,11,0,50110104,1
5432,2,12,0,50110104,1
5433,2,13,1,50110104,1
5434,2,14,0,50110104,1
5435,2,15,0,50110104,1
5436,2,16,0,50110104,1
5437,2,17,0,50110104,1
5438,2,18,0,50110104,1
5439,2,19,0,50110104,1
5440,2,20,0,50110104,1
5441,2,21,0,50110104,1
5442,2,22,0,50110104,1
5443,2,23,0,50110104,1
5444,3,0,0,50110104,1
5445,3,1,0,50110104,1
5446,3,2,0,50110104,1
5447,3,3,0,50110104,1
5448,3,4,0,50110104,1
5449,3,5,0,50110104,1
5450,3,6,0,50110104,1
5451,3,7,0,50110104,1
5452,3,8,0,50110104,1
5453,3,9,0,50110104,1
5454,3,10,0,50110104,1
5455,3,11,0,50110104,1
5456,3,12,0,50110104,1
5457,3,13,0,50110104,1
5458,3,19,1,50110104,1
5459,1,17,1,50110108,1
5460,1,17,1,50110108,1
5461,1,18,0,50110108,1
5462,1,18,0,50110108,1
5463,1,18,0,50110108,1
5464,1,18,0,50110108,1
5465,1,19,1,50110108,1
5466,1,19,1,50110108,1
5467,1,19,1,50110108,1
5468,1,19,1,50110108,1
5469,1,19,0,50110108,1
5470,1,19,0,50110108,1
5471,1,19,0,50110108,1
5472,1,19,0,50110108,1
5473,1,20,0,50110108,1
5474,1,20,0,50110108,1
5475,1,20,0,50110108,1
5476,1,20,0,50110108,1
5477,1,21,0,50110108,1
5478,1,21,0,50110108,1
5479,1,21,0,50110108,1
5480,1,21,0,50110108,1
5481,1,22,0,50110108,1
5482,1,22,0,50110108,1
5483,1,22,0,50110108,1
5484,1,22,0,50110108,1
5485,1,23,0,50110108,1
5486,1,23,0,50110108,1
5487,1,23,0,50110108,1
5488,1,23,0,50110108,1
5489,2,0,0,50110108,1
5490,2,0,0,50110108,1
5491,2,0,0,50110108,1
5492,2,0,0,50110108,1
5493,2,1,0,50110108,1
5494,2,1,0,50110108,1
5495,2,1,0,50110108,1
5496,2,1,0,50110108,1
5497,2,2,0,50110108,1
5498,2,2,0,50110108,1
5499,2,2,0,50110108,1
5500,2,2,0,50110108,1
5501,2,3,0,50110108,1
5502,2,3,0,50110108,1
5503,2,3,0,50110108,1
5504,2,3,0,50110108,1
5505,2,4,0,50110108,1
5506,2,4,0,50110108,1
5507,2,4,0,50110108,1
5508,2,4,0,50110108,1
5509,2,5,0,50110108,1
5510,2,5,0,50110108,1
5511,2,5,0,50110108,1
5512,2,5,0,50110108,1
5513,2,6,0,50110108,1
5514,2,6,0,50110108,1
5515,2,6,0,50110108,1
5516,2,6,0,50110108,1
5517,2,7,0,50110108,1
5518,2,7,0,50110108,1
5519,2,7,0,50110108,1
5520,2,7,0,50110108,1
5521,2,8,0,50110108,1
5522,2,8,0,50110108,1
5523,2,8,0,50110108,1
5524,2,8,0,50110108,1
5525,2,9,0,50110108,1
5526,2,9,0,50110108,1
5527,2,9,0,50110108,1
5528,2,9,0,50110108,1
5529,2,10,0,50110108,1
5530,2,10,0,50110108,1
5531,2,10,0,50110108,1
5532,2,10,0,50110108,1
5533,2,11,0,50110108,1
5534,2,11,0,50110108,1
5535,2,11,0,50110108,1
5536,2,11,0,50110108,1
5537,2,12,0,50110108,1
5538,2,12,0,50110108,1
5539,2,12,0,50110108,1
5540,2,12,0,50110108,1
5541,2,13,0,50110108,1
5542,2,13,0,50110108,1
5543,2,13,0,50110108,1
5544,2,13,0,50110108,1
5545,2,14,0,50110108,1
5546,2,14,0,50110108,1
5547,2,14,0,50110108,1
5548,2,14,0,50110108,1
5549,2,15,0,50110108,1
5550,2,15,0,50110108,1
5551,2,15,0,50110108,1
5552,2,15,0,50110108,1
5553,2,16,0,50110108,1
5554,2,16,0,50110108,1
5555,2,16,0,50110108,1
5556,2,16,0,50110108,1
5557,2,17,0,50110108,1
5558,2,17,0,50110108,1
5559,2,17,0,50110108,1
5560,2,17,0,50110108,1
5561,2,18,0,50110108,1
5562,2,18,0,50110108,1
5563,2,18,0,50110108,1
5564,2,18,0,50110108,1
5565,2,19,0,50110108,1
5566,2,19,0,50110108,1
5567,2,19,0,50110108,1
5568,2,19,0,50110108,1
5569,2,20,0,50110108,1
5570,2,20,0,50110108,1
5571,2,20,0,50110108,1
5572,2,20,0,50110108,1
5573,2,21,0,50110108,1
5574,2,21,0,50110108,1
5575,2,21,0,50110108,1
5576,2,21,0,50110108,1
5577,2,22,0,50110108,1
5578,2,22,0,50110108,1
5579,2,22,0,50110108,1
5580,2,22,0,50110108,1
5581,2,23,0,50110108,1
5582,2,23,0,50110108,1
5583,2,23,0,50110108,1
5584,2,23,0,50110108,1
5585,3,0,0,50110108,1
5586,3,0,0,50110108,1
5587,3,0,0,50110108,1
5588,3,0,0,50110108,1
5589,3,1,0,50110108,1
5590,3,1,0,50110108,1
5591,3,1,0,50110108,1
5592,3,1,0,50110108,1
5593,3,2,0,50110108,1
5594,3,2,0,50110108,1
5595,3,2,0,50110108,1
5596,3,2,0,50110108,1
5597,3,3,0,50110108,1
5598,3,3,0,50110108,1
5599,3,3,0,50110108,1
5600,3,3,0,50110108,1
5601,3,4,0,50110108,1
5602,3,4,0,50110108,1
5603,3,4,0,50110108,1
5604,3,4,0,50110108,1
5605,3,5,0,50110108,1
5606,3,5,0,50110108,1
5607,3,5,0,50110108,1
5608,3,5,0,50110108,1
5609,3,6,0,50110108,1
5610,3,6,0,50110108,1
5611,3,6,0,50110108,1
5612,3,6,0,50110108,1
5613,3,7,0,50110108,1
5614,3,7,0,50110108,1
5615,3,7,0,50110108,1
5616,3,7,0,50110108,1
5617,3,8,0,50110108,1
5618,3,8,0,50110108,1
5619,3,8,0,50110108,1
5620,3,8,0,50110108,1
5621,3,9,0,50110108,1
5622,3,9,0,50110108,1
5623,3,9,0,50110108,1
5624,3,9,0,50110108,1
5625,3,10,0,50110108,1
5626,3,10,0,50110108,1
5627,3,10,0,50110108,1
5628,3,10,0,50110108,1
5629,3,11,0,50110108,1
5630,3,11,0,50110108,1
5631,3,11,0,50110108,1
5632,3,11,0,50110108,1
5633,3,12,0,50110108,1
5634,3,12,0,50110108,1
5635,3,12,0,50110108,1
5636,3,12,0,50110108,1
5637,3,13,0,50110108,1
5638,3,13,0,50110108,1
5639,3,13,0,50110108,1
5640,3,13,0,50110108,1
5641,3,14,0,50110108,1
5642,3,14,0,50110108,1
5643,3,15,0,50110108,1
5644,3,15,0,50110108,1
5645,3,16,0,50110108,1
5646,3,16,0,50110108,1
5647,3,17,0,50110108,1
5648,3,17,0,50110108,1
5649,3,18,0,50110108,1
5650,3,18,0,50110108,1
5651,3,19,0,50110108,1
5652,3,19,0,50110108,1
5653,3,20,0,50110108,1
5654,3,20,0,50110108,1
5655,3,21,0,50110108,1
5656,3,21,0,50110108,1
5657,3,22,0,50110108,1
5658,3,22,0,50110108,1
5659,3,23,0,50110108,1
5660,3,23,0,50110108,1
5661,4,0,0,50110108,1
5662,4,0,0,50110108,1
5663,4,1,0,50110108,1
5664,4,1,0,50110108,1
5665,4,2,0,50110108,1
5666,4,2,0,50110108,1
5667,4,3,0,50110108,1
5668,4,3,0,50110108,1
5669,4,4,0,50110108,1
5670,4,4,0,50110108,1
5671,4,5,0,50110108,1
5672,4,5,0,50110108,1
5673,4,6,0,50110108,1
5674,4,6,0,50110108,1
5675,4,7,0,50110108,1
5676,4,7,0,50110108,1
5677,4,8,0,50110108,1
5678,4,8,0,50110108,1
5679,4,9,0,50110108,1
5680,4,9,0,50110108,1
5681,4,10,0,50110108,1
5682,4,10,0,50110108,1
5683,4,11,0,50110108,1
5684,4,11,0,50110108,1
5685,4,12,0,50110108,1
5686,4,12,0,50110108,1
5687,4,13,0,50110108,1
5688,4,13,0,50110108,1
5689,4,14,0,50110108,1
5690,4,14,0,50110108,1
5691,4,15,0,50110108,1
5692,4,15,0,50110108,1
5693,4,16,0,50110108,1
5694,4,16,0,50110108,1
5695,4,17,0,50110108,1
5696,4,17,0,50110108,1
5697,4,18,0,50110108,1
5698,4,18,0,50110108,1
5699,4,19,0,50110108,1
5700,4,19,0,50110108,1
5701,4,20,0,50110108,1
5702,4,20,0,50110108,1
5703,4,21,0,50110108,1
5704,4,21,0,50110108,1
5705,4,22,0,50110108,1
5706,4,22,0,50110108,1
5707,4,23,0,50110108,1
5708,4,23,0,50110108,1
5709,5,0,0,50110108,1
5710,5,0,0,50110108,1
5711,5,1,0,50110108,1
5712,5,1,0,50110108,1
5713,5,2,0,50110108,1
5714,5,2,0,50110108,1
5715,5,3,0,50110108,1
5716,5,3,0,50110108,1
5717,5,4,0,50110108,1
5718,5,4,0,50110108,1
5719,5,5,0,50110108,1
5720,5,5,0,50110108,1
5721,5,6,0,50110108,1
5722,5,6,0,50110108,1
5723,5,7,0,50110108,1
5724,5,7,0,50110108,1
5725,5,8,0,50110108,1
5726,5,8,0,50110108,1
5727,5,9,0,50110108,1
5728,5,9,0,50110108,1
5729,5,10,0,50110108,1
5730,5,10,0,50110108,1
5731,5,11,0,50110108,1
5732,5,11,0,50110108,1
5733,5,12,0,50110108,1
5734,5,12,0,50110108,1
5735,5,13,0,50110108,1
5736,5,13,0,50110108,1
5737,5,14,0,50110108,1
5738,5,14,0,50110108,1
5739,5,15,0,50110108,1
5740,5,15,0,50110108,1
5741,5,16,0,50110108,1
5742,5,16,0,50110108,1
5743,5,17,0,50110108,1
5744,5,17,0,50110108,1
5745,5,18,0,50110108,1
5746,5,18,0,50110108,1
5747,5,19,0,50110108,1
5748,5,19,0,50110108,1
5749,5,20,0,50110108,1
5750,5,20,0,50110108,1
5751,5,21,0,50110108,1
5752,5,21,0,50110108,1
5753,5,22,0,50110108,1
5754,5,22,0,50110108,1
5755,5,23,0,50110108,1
5756,5,23,0,50110108,1
5757,6,0,0,50110108,1
5758,6,0,0,50110108,1
5759,6,1,0,50110108,1
5760,6,1,0,50110108,1
5761,6,2,0,50110108,1
5762,6,2,0,50110108,1
5763,6,3,0,50110108,1
5764,6,3,0,50110108,1
5765,6,4,0,50110108,1
5766,6,4,0,50110108,1
5767,6,5,0,50110108,1
5768,6,5,0,50110108,1
5769,6,6,0,50110108,1
5770,6,6,0,50110108,1
5771,6,7,0,50110108,1
5772,6,7,0,50110108,1
5773,6,8,0,50110108,1
5774,6,8,0,50110108,1
5775,6,9,0,50110108,1
5776,6,9,0,50110108,1
5777,6,10,0,50110108,1
5778,6,10,0,50110108,1
5779,6,11,0,50110108,1
5780,6,11,0,50110108,1
5781,6,12,0,50110108,1
5782,6,12,0,50110108,1
5783,6,13,0,50110108,1
5784,6,13,0,50110108,1
5785,6,14,0,50110108,1
5786,6,14,0,50110108,1
5787,6,15,0,50110108,1
5788,6,15,0,50110108,1
5789,6,16,0,50110108,1
5790,6,16,0,50110108,1
5791,6,17,0,50110108,1
5792,6,17,0,50110108,1
5793,6,18,0,50110108,1
5794,6,18,0,50110108,1
5795,6,19,0,50110108,1
5796,6,19,0,50110108,1
5797,6,20,0,50110108,1
5798,6,20,0,50110108,1
5799,6,21,0,50110108,1
5800,6,21,0,50110108,1
5801,6,22,0,50110108,1
5802,6,22,0,50110108,1
5803,6,23,0,50110108,1
5804,6,23,0,50110108,1
5805,0,0,0,50110108,1
5806,0,0,0,50110108,1
5807,0,1,0,50110108,1
5808,0,1,0,50110108,1
5809,0,2,0,50110108,1
5810,0,2,0,50110108,1
5811,0,3,0,50110108,1
5812,0,3,0,50110108,1
5813,0,4,0,50110108,1
5814,0,4,0,50110108,1
5815,0,5,0,50110108,1
5816,0,5,0,50110108,1
5817,0,6,0,50110108,1
5818,0,6,0,50110108,1
5819,0,7,0,50110108,1
5820,0,7,0,50110108,1
5821,0,8,0,50110108,1
5822,0,8,0,50110108,1
5823,0,9,0,50110108,1
5824,0,9,0,50110108,1
5825,0,10,0,50110108,1
5826,0,10,0,50110108,1
5827,0,11,0,50110108,1
5828,0,11,0,50110108,1
5829,0,12,0,50110108,1
5830,0,12,0,50110108,1
5831,0,13,0,50110108,1
5832,0,13,0,50110108,1
5833,0,14,0,50110108,1
5834,0,14,0,50110108,1
5835,0,15,0,50110108,1
5836,0,15,0,50110108,1
5837,0,16,0,50110108,1
5838,0,16,0,50110108,1
5839,0,17,0,50110108,1
5840,0,17,0,50110108,1
5841,0,18,0,50110108,1
5842,0,18,0,50110108,1
5843,0,19,0,50110108,1
5844,0,19,0,50110108,1
5845,0,20,0,50110108,1
5846,0,20,0,50110108,1
5847,0,21,0,50110108,1
5848,0,21,0,50110108,1
5849,0,22,0,50110108,1
5850,0,22,0,50110108,1
5851,0,23,0,50110108,1
5852,0,23,0,50110108,1
5853,1,0,0,50110108,1
5854,1,0,0,50110108,1
5855,1,1,0,50110108,1
5856,1,1,0,50110108,1
5857,1,2,0,50110108,1
5858,1,2,0,50110108,1
5859,1,3,0,50110108,1
5860,1,3,0,50110108,1
5861,1,4,0,50110108,1
5862,1,4,0,50110108,1
5863,1,5,0,50110108,1
5864,1,5,0,50110108,1
5865,1,6,0,50110108,1
5866,1,6,0,50110108,1
5867,1,7,0,50110108,1
5868,1,7,0,50110108,1
5869,1,8,0,50110108,1
5870,1,8,0,50110108,1
5871,1,9,0,50110108,1
5872,1,9,0,50110108,1
5873,1,10,0,50110108,1
5874,1,10,0,50110108,1
5875,1,11,0,50110108,1
5876,1,11,0,50110108,1
5877,1,12,0,50110108,1
5878,1,12,0,50110108,1
5879,1,13,0,50110108,1
5880,1,13,0,50110108,1
5881,1,14,0,50110108,1
5882,1,14,0,50110108,1
5883,1,15,0,50110108,1
5884,1,15,0,50110108,1
5885,1,16,0,50110108,1
5886,1,16,0,50110108,1
5887,1,17,0,50110108,1
5888,1,17,0,50110108,1
5889,3,13,1,50110108,1
5890,3,13,1,50110108,1
5891,1,16,1,50110110,1
5892,1,16,0,50110110,1
5893,1,16,0,50110110,1
5894,1,17,1,50110110,1
5895,1,17,1,50110110,1
5896,1,17,0,50110110,1
5897,1,17,0,50110110,1
5898,1,18,1,50110110,1
5899,1,18,1,50110110,1
5900,1,18,0,50110110,1
5901,1,18,0,50110110,1
5902,1,19,0,50110110,1
5903,1,19,0,50110110,1
5904,1,20,1,50110110,1
5905,1,20,0,50110110,1
5906,1,20,0,50110110,1
5907,1,21,0,50110110,1
5908,1,21,0,50110110,1
5909,1,22,0,50110110,1
5910,1,22,0,50110110,1
5911,1,23,0,50110110,1
5912,1,23,0,50110110,1
5913,2,0,1,50110110,1
5914,2,0,0,50110110,1
5915,2,0,0,50110110,1
5916,2,1,0,50110110,1
5917,2,2,0,50110110,1
5918,2,3,0,50110110,1
5919,2,4,0,50110110,1
5920,2,5,0,50110110,1
5921,2,6,1,50110110,1
5922,2,6,1,50110110,1
5923,2,7,0,50110110,1
5924,2,8,0,50110110,1
5925,2,9,1,50110110,1
5926,2,9,1,50110110,1
5927,2,10,0,50110110,1
5928,2,11,1,50110110,1
5929,2,11,1,50110110,1
5930,2,11,0,50110110,1
5931,2,12,1,50110110,1
5932,2,12,1,50110110,1
5933,2,12,0,50110110,1
5934,2,13,1,50110110,1
5935,2,14,1,50110110,1
5936,2,14,0,50110110,1
5937,2,14,0,50110110,1
5938,2,15,0,50110110,1
5939,2,15,0,50110110,1
5940,2,16,0,50110110,1
5941,2,16,0,50110110,1
5942,2,17,1,50110110,1
5943,2,18,0,50110110,1
5944,2,18,0,50110110,1
5945,2,19,1,50110110,1
5946,2,20,1,50110110,1
5947,2,20,0,50110110,1
5948,2,20,0,50110110,1
5949,2,21,1,50110110,1
5950,2,21,0,50110110,1
5951,2,21,0,50110110,1
5952,2,22,0,50110110,1
5953,2,22,0,50110110,1
5954,2,23,0,50110110,1
5955,2,23,0,50110110,1
5956,3,0,0,50110110,1
5957,3,0,0,50110110,1
5958,3,1,0,50110110,1
5959,3,1,0,50110110,1
5960,3,2,0,50110110,1
5961,3,2,0,50110110,1
5962,3,3,0,50110110,1
5963,3,3,0,50110110,1
5964,3,4,0,50110110,1
5965,3,4,0,50110110,1
5966,3,5,0,50110110,1
5967,3,5,0,50110110,1
5968,3,6,0,50110110,1
5969,3,6,0,50110110,1
5970,3,7,0,50110110,1
5971,3,7,0,50110110,1
5972,3,8,0,50110110,1
5973,3,8,0,50110110,1
5974,3,9,1,50110110,1
5975,3,10,0,50110110,1
5976,3,10,0,50110110,1
5977,3,11,0,50110110,1
5978,3,11,0,50110110,1
5979,3,12,0,50110110,1
5980,3,12,0,50110110,1
5981,3,13,0,50110110,1
5982,3,13,0,50110110,1
5983,3,14,0,50110110,1
5984,3,14,0,50110110,1
5985,3,15,0,50110110,1
5986,3,15,0,50110110,1
5987,3,16,0,50110110,1
5988,3,16,0,50110110,1
5989,3,17,0,50110110,1
5990,3,17,0,50110110,1
5991,3,18,0,50110110,1
5992,3,18,0,50110110,1
5993,3,19,0,50110110,1
5994,3,20,0,50110110,1
5995,3,20,0,50110110,1
5996,3,21,0,50110110,1
5997,3,21,0,50110110,1
5998,3,22,0,50110110,1
5999,3,22,0,50110110,1
6000,3,23,0,50110110,1
6001,3,23,0,50110110,1
6002,4,0,0,50110110,1
6003,4,1,0,50110110,1
6004,4,2,0,50110110,1
6005,4,3,0,50110110,1
6006,4,4,0,50110110,1
6007,4,5,0,50110110,1
6008,4,6,0,50110110,1
6009,4,7,0,50110110,1
6010,4,8,0,50110110,1
6011,4,9,0,50110110,1
6012,4,10,0,50110110,1
6013,4,11,0,50110110,1
6014,4,12,0,50110110,1
6015,4,13,0,50110110,1
6016,4,14,0,50110110,1
6017,4,15,0,50110110,1
6018,4,16,0,50110110,1
6019,4,17,0,50110110,1
6020,4,18,0,50110110,1
6021,4,19,0,50110110,1
6022,4,20,0,50110110,1
6023,4,21,0,50110110,1
6024,4,22,0,50110110,1
6025,4,23,0,50110110,1
6026,5,0,0,50110110,1
6027,5,1,0,50110110,1
6028,5,2,0,50110110,1
6029,5,3,0,50110110,1
6030,5,4,0,50110110,1
6031,5,5,0,50110110,1
6032,5,6,0,50110110,1
6033,5,7,0,50110110,1
6034,5,8,0,50110110,1
6035,5,9,0,50110110,1
6036,5,10,0,50110110,1
6037,5,11,0,50110110,1
6038,5,12,0,50110110,1
6039,5,13,0,50110110,1
6040,5,14,0,50110110,1
6041,5,15,0,50110110,1
6042,5,16,0,50110110,1
6043,5,17,0,50110110,1
6044,5,18,0,50110110,1
6045,5,19,0,50110110,1
6046,5,20,0,50110110,1
6047,5,21,0,50110110,1
6048,5,22,0,50110110,1
6049,5,23,0,50110110,1
6050,6,0,0,50110110,1
6051,6,1,0,50110110,1
6052,6,2,0,50110110,1
6053,6,3,0,50110110,1
6054,6,4,0,50110110,1
6055,6,5,0,50110110,1
6056,6,6,0,50110110,1
6057,6,7,0,50110110,1
6058,6,8,0,50110110,1
6059,6,9,0,50110110,1
6060,6,10,0,50110110,1
6061,6,11,0,50110110,1
6062,6,12,0,50110110,1
6063,6,13,0,50110110,1
6064,6,14,0,50110110,1
6065,6,15,0,50110110,1
6066,6,16,0,50110110,1
6067,6,17,0,50110110,1
6068,6,18,0,50110110,1
6069,6,19,0,50110110,1
6070,6,20,0,50110110,1
6071,6,21,0,50110110,1
6072,6,22,0,50110110,1
6073,6,23,0,50110110,1
6074,0,0,0,50110110,1
6075,0,1,0,50110110,1
6076,0,2,0,50110110,1
6077,0,3,0,50110110,1
6078,0,4,0,50110110,1
6079,0,5,0,50110110,1
6080,0,6,0,50110110,1
6081,0,7,0,50110110,1
6082,0,8,0,50110110,1
6083,0,9,0,50110110,1
6084,0,10,0,50110110,1
6085,0,11,0,50110110,1
6086,0,12,0,50110110,1
6087,0,13,1,50110110,1
6088,0,13,0,50110110,1
6089,0,14,0,50110110,1
6090,0,15,0,50110110,1
6091,0,16,1,50110110,1
6092,0,16,1,50110110,1
6093,0,16,0,50110110,1
6094,0,17,0,50110110,1
6095,0,18,0,50110110,1
6096,0,19,1,50110110,1
6097,0,19,0,50110110,1
6098,0,20,1,50110110,1
6099,0,20,0,50110110,1
6100,0,21,1,50110110,1
6101,0,21,0,50110110,1
6102,0,22,0,50110110,1
6103,0,23,0,50110110,1
6104,1,0,0,50110110,1
6105,1,1,0,50110110,1
6106,1,2,0,50110110,1
6107,1,3,0,50110110,1
6108,1,4,0,50110110,1
6109,1,5,0,50110110,1
6110,1,6,0,50110110,1
6111,1,7,0,50110110,1
6112,1,8,0,50110110,1
6113,1,9,1,50110110,1
6114,1,10,0,50110110,1
6115,1,11,0,50110110,1
6116,1,12,0,50110110,1
6117,1,13,1,50110110,1
6118,1,13,0,50110110,1
6119,1,14,1,50110110,1
6120,1,15,1,50110110,1
6121,1,19,1,50110110,1
6122,2,1,1,50110110,1
6123,2,2,1,50110110,1
6124,2,3,1,50110110,1
6125,2,4,1,50110110,1
6126,2,5,1,50110110,1
6127,2,7,1,50110110,1
6128,2,8,1,50110110,1
6129,2,10,1,50110110,1
6130,2,13,0,50110110,1
6131,2,15,1,50110110,1
6132,2,16,1,50110110,1
6133,2,17,0,50110110,1
6134,2,19,0,50110110,1
6135,3,9,0,50110110,1
6136,3,12,1,50110110,1
6137,3,13,1,50110110,1
6138,3,19,1,50110110,1
6139,3,23,1,50110110,1
6140,1,16,1,50110111,1
6141,1,16,0,50110111,1
6142,1,16,0,50110111,1
6143,1,17,0,50110111,1
6144,1,17,0,50110111,1
6145,1,18,0,50110111,1
6146,1,18,0,50110111,1
6147,1,19,0,50110111,1
6148,1,19,0,50110111,1
6149,1,20,0,50110111,1
6150,1,20,0,50110111,1
6151,1,21,0,50110111,1
6152,1,21,0,50110111,1
6153,1,22,0,50110111,1
6154,1,22,0,50110111,1
6155,1,23,0,50110111,1
6156,1,23,0,50110111,1
6157,2,0,0,50110111,1
6158,2,0,0,50110111,1
6159,2,1,1,50110111,1
6160,2,1,0,50110111,1
6161,2,1,0,50110111,1
6162,2,2,0,50110111,1
6163,2,2,0,50110111,1
6164,2,3,0,50110111,1
6165,2,3,0,50110111,1
6166,2,4,0,50110111,1
6167,2,4,0,50110111,1
6168,2,5,0,50110111,1
6169,2,5,0,50110111,1
6170,2,6,0,50110111,1
6171,2,6,0,50110111,1
6172,2,7,1,50110111,1
6173,2,7,0,50110111,1
6174,2,7,0,50110111,1
6175,2,8,1,50110111,1
6176,2,9,1,50110111,1
6177,2,9,1,50110111,1
6178,2,9,0,50110111,1
6179,2,9,0,50110111,1
6180,2,10,0,50110111,1
6181,2,10,0,50110111,1
6182,2,11,1,50110111,1
6183,2,11,0,50110111,1
6184,2,11,0,50110111,1
6185,2,12,0,50110111,1
6186,2,12,0,50110111,1
6187,2,13,0,50110111,1
6188,2,13,0,50110111,1
6189,2,14,1,50110111,1
6190,2,14,1,50110111,1
6191,2,14,1,50110111,1
6192,2,14,0,50110111,1
6193,2,14,0,50110111,1
6194,2,15,1,50110111,1
6195,2,15,1,50110111,1
6196,2,15,1,50110111,1
6197,2,15,0,50110111,1
6198,2,15,0,50110111,1
6199,2,16,1,50110111,1
6200,2,16,0,50110111,1
6201,2,16,0,50110111,1
6202,2,17,0,50110111,1
6203,2,17,0,50110111,1
6204,2,18,0,50110111,1
6205,2,18,0,50110111,1
6206,2,19,0,50110111,1
6207,2,19,0,50110111,1
6208,2,20,0,50110111,1
6209,2,20,0,50110111,1
6210,2,21,0,50110111,1
6211,2,21,0,50110111,1
6212,2,22,0,50110111,1
6213,2,22,0,50110111,1
6214,2,23,0,50110111,1
6215,2,23,0,50110111,1
6216,3,0,0,50110111,1
6217,3,0,0,50110111,1
6218,3,1,0,50110111,1
6219,3,1,0,50110111,1
6220,3,2,0,50110111,1
6221,3,2,0,50110111,1
6222,3,3,0,50110111,1
6223,3,3,0,50110111,1
6224,3,4,0,50110111,1
6225,3,4,0,50110111,1
6226,3,5,0,50110111,1
6227,3,5,0,50110111,1
6228,3,6,0,50110111,1
6229,3,6,0,50110111,1
6230,3,7,0,50110111,1
6231,3,7,0,50110111,1
6232,3,8,1,50110111,1
6233,3,8,0,50110111,1
6234,3,8,0,50110111,1
6235,3,9,1,50110111,1
6236,3,9,0,50110111,1
6237,3,9,0,50110111,1
6238,3,10,1,50110111,1
6239,3,11,0,50110111,1
6240,3,11,0,50110111,1
6241,3,12,1,50110111,1
6242,3,12,1,50110111,1
6243,3,12,0,50110111,1
6244,3,12,0,50110111,1
6245,3,13,1,50110111,1
