,cid,week,day,time,use,sid,gu
784,4,5,1010,20,0,50110054,한경면
785,4,5,1010,21,0,50110054,한경면
786,4,5,1010,22,0,50110054,한경면
787,4,5,1010,23,0,50110054,한경면
788,4,6,1011,0,0,50110054,한경면
789,4,6,1011,1,0,50110054,한경면
790,4,6,1011,2,0,50110054,한경면
791,4,6,1011,3,0,50110054,한경면
792,4,6,1011,4,0,50110054,한경면
793,4,6,1011,5,0,50110054,한경면
794,4,6,1011,6,0,50110054,한경면
795,4,6,1011,7,0,50110054,한경면
796,4,6,1011,8,0,50110054,한경면
797,4,6,1011,9,0,50110054,한경면
798,4,6,1011,10,0,50110054,한경면
799,4,6,1011,11,0,50110054,한경면
800,4,6,1011,12,0,50110054,한경면
801,4,6,1011,13,0,50110054,한경면
802,4,6,1011,14,0,50110054,한경면
803,4,6,1011,15,0,50110054,한경면
804,4,6,1011,16,0,50110054,한경면
805,4,6,1011,17,0,50110054,한경면
806,4,6,1011,18,0,50110054,한경면
807,4,6,1011,19,0,50110054,한경면
808,4,6,1011,20,0,50110054,한경면
809,4,6,1011,21,0,50110054,한경면
810,4,6,1011,22,0,50110054,한경면
811,4,6,1011,23,0,50110054,한경면
812,4,0,1012,0,0,50110054,한경면
813,4,0,1012,1,0,50110054,한경면
814,4,0,1012,2,0,50110054,한경면
815,4,0,1012,3,0,50110054,한경면
816,4,0,1012,4,0,50110054,한경면
817,4,0,1012,5,0,50110054,한경면
818,4,0,1012,6,0,50110054,한경면
819,4,0,1012,7,0,50110054,한경면
820,4,0,1012,8,0,50110054,한경면
821,4,0,1012,9,0,50110054,한경면
822,4,0,1012,10,0,50110054,한경면
823,4,0,1012,11,0,50110054,한경면
824,4,0,1012,12,0,50110054,한경면
825,4,0,1012,13,1,50110054,한경면
826,4,0,1012,14,0,50110054,한경면
827,4,0,1012,15,0,50110054,한경면
828,4,0,1012,16,0,50110054,한경면
829,4,0,1012,17,0,50110054,한경면
830,4,0,1012,18,0,50110054,한경면
831,4,0,1012,19,0,50110054,한경면
832,4,0,1012,20,0,50110054,한경면
833,4,0,1012,21,0,50110054,한경면
834,4,0,1012,22,0,50110054,한경면
835,4,0,1012,23,0,50110054,한경면
